ID,total_amount
0,7.3
1,15.350000000000037
2,17.70800000000004
3,8.749999999999998
4,7.899999999999999
5,9.119999999999994
6,11.354000000000001
7,15.36
8,8.8
9,12.349999999999989
10,20.899
11,14.925
12,23.050000000000004
13,22.550000000000004
14,10.34999999999999
15,5.8000000000000025
16,41.46999999999998
17,11.750000000000002
18,6.59999999999999
19,5.849999999999999
20,18.700000000000003
21,13.56000000000004
22,7.149999999999999
23,46.86999999999995
24,24.35
25,8.5
26,15.866000000000003
27,16.65
28,57.443999999999996
29,4.6
30,30.001000000000005
31,7.7909999999999995
32,21.300000000000004
33,18.5
34,11.25
35,15.8
36,8.3
37,17.550000000000004
38,4.2
39,7.550000000000011
40,9.296
41,9.024000000000001
42,11.760000000000039
43,49.86000000000001
44,18.800000000000004
45,6.600000000000003
46,11.75
47,6.599999999999999
48,6.699999999999998
49,34.786
50,8.599999999999998
51,84.79999999999998
52,7.036
53,7.449999999999998
54,9.049999999999999
55,6.949999999999969
56,11.159999999999965
57,6.94999999999999
58,9.35000000000006
59,14.12
60,5.549999999999999
61,26.000000000000007
62,44.924
63,4.25
64,12.889000000000001
65,8.8
66,14.159999999999958
67,20.450000000000003
68,11.8
69,17.865000000000002
70,8.149999999999999
71,34.050000000000004
72,8.75
73,13.560000000000027
74,7.449999999999998
75,11.15
76,11.460000000000004
77,11.150000000000018
78,8.149999999999954
79,29.15999999999998
80,16.0
81,11.8
82,7.559999999999985
83,9.399999999999999
84,5.75
85,16.400000000000002
86,20.150000000000006
87,9.937000000000001
88,12.360000000000008
89,19.700000000000003
90,16.599999999999998
91,21.949999999999978
92,22.032000000000004
93,8.45
94,8.76000000000007
95,7.8
96,20.630000000000003
97,8.499999999999998
98,19.86
99,10.560000000000015
100,7.392
101,27.45399999999999
102,12.959999999999706
103,8.65
104,25.800000000000004
105,7.449999999999998
106,18.038000000000004
107,15.450000000000003
108,47.00499999999999
109,7.550000000000013
110,6.359999999999988
111,6.119
112,31.900000000000006
113,6.299999999999999
114,15.285999999999998
115,12.25
116,5.800000000000002
117,52.79999999999982
118,5.449999999999998
119,9.117999999999991
120,10.04
121,11.0
122,5.85
123,29.355000000000008
124,8.7
125,8.499999999999998
126,16.250000000000004
127,9.878
128,6.8000000000000025
129,9.359999999999998
130,11.75
131,55.55
132,42.35000000000001
133,8.149999999999991
134,11.75
135,18.59
136,17.760000000000048
137,14.200000000000003
138,9.359999999999994
139,9.299999999999999
140,7.599999999999999
141,5.599999999999998
142,15.725
143,15.94999999999997
144,10.299999999999999
145,9.889
146,26.446000000000005
147,8.149999999999991
148,9.649999999999999
149,15.950000000000008
150,15.7
151,9.099999999999998
152,8.76000000000005
153,32.76000000000002
154,9.7
155,10.350000000000001
156,22.55999999999999
157,25.148999999999997
158,6.350000000000002
159,25.500000000000007
160,14.5
161,5.649999999999999
162,10.896999999999998
163,18.700000000000003
164,11.8
165,7.550000000000014
166,9.3
167,8.099999999999998
168,8.8
169,7.560000000000062
170,8.349999999999998
171,62.848
172,17.14999999999992
173,21.162
174,36.75000000000001
175,14.300000000000002
176,4.300000000000001
177,8.4
178,9.2
179,5.760000000000045
180,9.379999999999999
181,10.149999999999999
182,6.928999999999999
183,15.9
184,14.039999999999997
185,51.07000000000001
186,7.550000000000037
187,8.159999999999929
188,58.81500000000001
189,9.950000000000074
190,11.149999999999999
191,39.07000000000001
192,5.8629999999999995
193,13.35
194,20.210000000000004
195,6.750000000000002
196,12.264999999999999
197,18.500000000000004
198,6.299999999999999
199,10.249999999999998
200,9.2
201,11.619999999999987
202,12.35
203,12.3
204,7.399999999999999
205,10.649999999999999
206,6.849999999999999
207,13.0
208,8.76000000000003
209,11.75
210,9.35000000000007
211,22.870000000000005
212,16.787
213,10.54999999999992
214,7.8
215,16.560000000000016
216,16.500000000000004
217,32.402
218,13.320000000000002
219,12.959999999999786
220,8.849999999999998
221,6.799999999999999
222,18.349999999999987
223,7.300000000000002
224,8.159999999999897
225,8.159999999999965
226,20.760000000000083
227,7.183999999999999
228,23.650000000000006
229,59.47000000000001
230,113.96399999999998
231,13.55
232,12.7
233,11.149999999999958
234,14.75
235,17.760000000000048
236,41.065000000000005
237,8.76000000000003
238,9.7
239,7.449999999999998
240,5.6499999999999995
241,19.951
242,9.100000000000001
243,19.050000000000004
244,17.400000000000002
245,8.850000000000001
246,13.95
247,17.140000000000004
248,18.359999999999985
249,21.36
250,7.550000000000004
251,7.7
252,70.25999931972738
253,5.349999999999999
254,7.560000000000068
255,8.5
256,16.707
257,21.750000000000004
258,9.85
259,12.09
260,14.271
261,10.599999999999998
262,7.05
263,7.799999999999997
264,6.0
265,27.800000000000004
266,13.154999999999898
267,12.959999999999928
268,26.0
269,6.099999999999999
270,13.719999999999999
271,11.0
272,16.54999999999995
273,31.730999999999995
274,11.6
275,6.359999999999995
276,64.56000000000006
277,10.266
278,13.56000000000012
279,13.3
280,10.560000000000015
281,16.170000000000005
282,11.05
283,15.349999999999998
284,25.08599999999999
285,10.85
286,11.65
287,11.149999999999952
288,11.999999999999998
289,5.3
290,6.8
291,7.299999999999999
292,9.139999999999999
293,18.715000000000003
294,10.4
295,10.56000000000002
296,18.400000000000002
297,11.999999999999998
298,12.950000000000149
299,14.2
300,8.574
301,10.552
302,14.76000000000002
303,4.299999999999999
304,7.712999999999998
305,6.960000000000008
306,9.949999999999992
307,8.159999999999897
308,9.849999999999998
309,12.149999999999999
310,14.3
311,51.06699999999999
312,14.65
313,13.560000000000036
314,11.3
315,8.249999999999998
316,5.499999999999998
317,49.025
318,18.450000000000003
319,7.299999999999999
320,7.199999999999998
321,27.359999999999996
322,25.350000000000005
323,7.800000000000002
324,25.496000000000002
325,11.4
326,20.6
327,5.549999999999999
328,9.149999999999999
329,7.899999999999999
330,9.750000000000002
331,6.359999999999997
332,14.760000000000094
333,11.159999999999947
334,38.720000000000006
335,35.13700000000001
336,4.299999999999999
337,17.977
338,14.030000000000001
339,26.75
340,5.799999999999999
341,27.853
342,10.85
343,13.6
344,13.6
345,21.750000000000007
346,65.806
347,10.38
348,9.3
349,6.3
350,10.242999999999999
351,5.150000000000011
352,37.82000000000001
353,7.3
354,16.62
355,10.75
356,6.8
357,11.619999999999965
358,7.749999999999998
359,7.850000000000001
360,5.8
361,8.15
362,6.65
363,11.2
364,6.300000000000002
365,8.299999999999999
366,10.149999999999999
367,9.360000000000035
368,7.25
369,14.606000000000003
370,8.349999999999998
371,8.299999999999999
372,13.7
373,41.75
374,11.956999999999999
375,23.360999999999997
376,12.350000000000021
377,8.760000000000034
378,6.359999999999987
379,22.000000000000004
380,6.349999999999995
381,18.689000000000004
382,7.200000000000001
383,5.299999999999999
384,21.365000000000002
385,15.75
386,17.300000000000004
387,9.120000000000003
388,18.450000000000003
389,27.840000000000003
390,7.880000000000004
391,9.959999569707254
392,9.9
393,10.699
394,5.599999999999998
395,7.999999999999998
396,3.8
397,8.4
398,7.560000000000033
399,27.880000000000017
400,23.518000000000004
401,15.293000000000001
402,10.136000000000006
403,9.099999999999998
404,10.560000000000011
405,6.349999999999987
406,51.45
407,10.709999999999999
408,9.172999999999998
409,9.62
410,15.4
411,23.55
412,8.7
413,12.959999999999757
414,43.819
415,8.839999999999998
416,11.0
417,5.645999999999999
418,9.959999999999877
419,21.959999999999916
420,11.7
421,7.489
422,15.379999999999999
423,10.558999999999987
424,18.35100000000002
425,8.159999999999915
426,9.849999999999998
427,7.25
428,5.799999999999999
429,19.549999999999997
430,7.279999999999999
431,6.960000000000025
432,10.35
433,12.950000000000163
434,15.65
435,18.959999999999987
436,23.071999999999996
437,12.8
438,6.899999999999999
439,22.400000000000006
440,38.517
441,3.8
442,10.230000000000002
443,11.150000000000002
444,8.649999999999999
445,10.560000000000016
446,17.500000000000004
447,9.350000000000001
448,12.360000000000074
449,8.8
450,11.159999999999906
451,8.75
452,7.299999999999999
453,6.750000000000003
454,21.0
455,20.159999999999968
456,17.130000000000003
457,23.750000000000007
458,5.599999999999999
459,14.15999999999995
460,27.350000000000012
461,26.700000000000006
462,14.65
463,7.550000000000002
464,9.959999999999935
465,6.249999999999998
466,8.029999999999998
467,121.01666666666665
468,10.549999999999955
469,24.359999999999992
470,16.845
471,13.241999999999999
472,6.380000000000001
473,5.599999999999999
474,7.549999999999999
475,33.084
476,111.80299999999997
477,9.8
478,15.400000000000002
479,19.076
480,15.038
481,9.649999999999999
482,16.845000000000002
483,70.25999931972743
484,10.65
485,8.7
486,12.045000000000002
487,6.59999999999999
488,10.022
489,4.799999999999993
490,6.999999999999998
491,18.94999999999999
492,5.299999999999995
493,7.249999999999998
494,9.7
